n_id,type,src,question,prompt,response,id,target,participant,response_num
1193,uses,snbmo09,What is a surprising use for a BRICK?,brick,a footstool,snbmo09_1_brick-c0a80e,2.8,snbmo0958,9
1503,uses,betal18,What is a surprising use for a BOX?,box,sled,betal18_box-92d286,1.0,betal182180,
108,uses,dod20,What is a surprising use for a BRICK?,brick,paperweight,dod20_brick-a2cec2,2.2,dod2062,9
5210,uses,dod20,What is a surprising use for a TABLE?,table,hide behind,dod20_table-7e8fd3,3.8,dod2085,3
1867,uses,snbmo09,What is a surprising use for a BRICK?,brick,build something,snbmo09_1_brick-060309,1.0,snbmo0992,5
1872,uses,snb17,What is a surprising use for a ROPE?,rope,Making spaghetti,snb17_rope-c9b492,2.7,snb1793,
680,uses,snb17,What is a surprising use for a BOX?,box,storage,snb17_box-d3b958,1.0,snb1787,
11018,instances,setal08,What is a surprising thing that makes a NOISE?,noise,trees,setal08_5.0-c1950c,1.3,setal08230,10.0
2165,uses,setal08,What is a surprising use for a KNIFE?,knife,clothing designs,setal08_4.0-1cdeaa,2.7,setal0849,8.0
2970,uses,dod20,What is a surprising use for PANTS?,pants,cleaning whiteboard,dod20_pants-8c6e56,2.2,dod2040,2
11143,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,it would be difficult to open freezers,setal08_6.0-a9856d,1.0,setal08232,7.0
2173,uses,snbmo09,What is a surprising use for a BRICK?,brick,carry in bag for protection,snbmo09_1_brick-ba7877,1.5,snbmo09107,6
2700,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,can't stand still when it's windy,setal08_6.0-f4c699,2.3,setal0861,7.0
7641,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,traffic accidents,setal08_3.0-48bce8,1.3,setal08159,11.0
1258,uses,snbmo09,What is a surprising use for a BOX?,box,puppet show stage,snbmo09_3_box-bb1afd,2.2,snbmo0960,13
2583,uses,betal18,What is a surprising use for a ROPE?,rope,a noose,betal18_rope-808eb7,1.0,betal182141,
2153,instances,setal08,What is a surprising thing that is ROUND?,round,swimming pool,setal08_2.0-88df2f,1.3,setal0849,6.0
887,uses,hmsl,What is a surprising use for a BRICK?,brick,border,hmsl_brick-477741,1.5,hmsl865alos8,7.0
4876,uses,dod20,What is a surprising use for a ROPE?,rope,tether an animal,dod20_rope-1d5cb5,2.3,dod2078,10
1085,uses,snb17,What is a surprising use for a BOX?,box,racecar,snb17_box-56478e,2.0,snb17138,
989,uses,dod20,What is a surprising use for a SHOE?,shoe,run,dod20_shoe-e5f15d,1.0,dod2068,1
3603,uses,hmsl,What is a surprising use for a BRICK?,brick,to hold papers,hmsl_brick-0fdf29,1.5,hmsldwgD2J8Z,1.0
3464,instances,setal08,What is a surprising thing that is ROUND?,round,doorknobs,setal08_2.0-c7d579,1.0,setal0878,6.0
10632,uses,setal08,What is a surprising use for a KNIFE?,knife,screwdriver,setal08_4.0-80635f,1.7,setal08223,2.0
1356,uses,dod20,What is a surprising use for PANTS?,pants,lasso,dod20_pants-d3060f,3.3,dod2013,8
978,uses,hmsl,What is a surprising use for a BRICK?,brick,build house,hmsl_brick-fcd9a3,1.0,hmsl4q5kz2kx,1.0
2903,uses,betal18,What is a surprising use for a ROPE?,rope,new handles on a bike,betal18_rope-a23d46,3.3,betal182189,
1765,uses,snbmo09,What is a surprising use for a BOX?,box,make clothing out of the cardboard,snbmo09_3_box-927e45,2.0,snbmo0986,8
8769,uses,setal08,What is a surprising use for a BRICK?,brick,use it to level out a table if the floor isn't flat,setal08_1.0-22efb2,1.7,setal08186,8.0
1542,uses,betal18,What is a surprising use for a BOX?,box,bar stool,betal18_box-fcddb4,1.9,betal182185,
3731,uses,hmsl,What is a surprising use for a BRICK?,brick,Use it to win an argument.,hmsl_brick-2ba830,3.7,hmsl74I0f64D,7.0
1841,uses,snbmo09,What is a surprising use for a BOX?,box,a crib for a baby,snbmo09_3_box-abcae1,2.5,snbmo0990,7
8061,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,need new kinds of entertainment,setal08_3.0-a66851,2.0,setal08169,4.0
3569,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,walking the dog must become a very hazardous undertaking when walking a saint bernard,setal08_6.0-91bcd5,1.0,setal0879,4.0
802,uses,hass17,What is a surprising use for a BRICK?,brick,build a mailbox,hass17_brick-8ba969,2.7,hass1757, 3
5136,uses,setal08,What is a surprising use for a KNIFE?,knife,shaving the body,setal08_4.0-766f31,1.3,setal08108,1.0
11366,instances,setal08,What is a surprising thing that is ROUND?,round,door knobs,setal08_2.0-5a1619,1.0,setal08239,7.0
3374,uses,setal08,What is a surprising use for a KNIFE?,knife,to fix things (if you don't have a screwdriver),setal08_4.0-d92ed7,1.7,setal0876,3.0
7440,instances,setal08,What is a surprising thing that makes a NOISE?,noise,sound of hardcore music in old folk's home,setal08_5.0-51b6a1,1.3,setal08155,5.0
871,uses,hmsl,What is a surprising use for a BRICK?,brick,block car tires when working on it,hmsl_brick-5fa9ff,2.5,hmslRAMxUI1v,4.0
697,uses,hass17,What is a surprising use for a BRICK?,brick,paper weight,hass17_brick-a6277e,1.7,hass1734, 2
9409,instances,setal08,What is a surprising thing that is ROUND?,round,ball,setal08_2.0-931c7c,1.0,setal08199,2.0
2097,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,we wouldn't be large enough for anything,setal08_6.0-c17265,1.0,setal0847,6.0
1088,uses,dod20,What is a surprising use for a FORK?,fork,for pick up,dod20_fork-de9cfe,2.2,dod209,0
10380,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,people would be ill,setal08_3.0-76ccb4,1.3,setal08217,7.0
846,uses,snbmo09,What is a surprising use for a BRICK?,brick,an outline,snbmo09_1_brick-77769f,2.0,snbmo0943,4
1141,uses,dod20,What is a surprising use for a SHOVEL?,shovel,lifting and moving bulk materials,dod20_shovel-d3409c,1.8,dod2010,1
731,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Use as self locking anchor in stonework,hmsl_paperclip-56e20d,4.5,hmslxIQ673M9,5.0
582,uses,betal18,What is a surprising use for a BOX?,box,divider,betal18_box-40d441,1.6,betal182059,
3101,instances,setal08,What is a surprising thing that makes a NOISE?,noise,car doors/windows,setal08_5.0-b06e61,1.7,setal0869,11.0
287,uses,betal18,What is a surprising use for a BOX?,box,table,betal18_box-8f9929,1.0,betal182033,
2374,uses,dod20,What is a surprising use for a FORK?,fork,hol,dod20_fork-410f83,1.0,dod2031,24
4133,instances,setal08,What is a surprising thing that is ROUND?,round,contact lens,setal08_2.0-0eee3c,1.7,setal0889,1.0
3899,uses,setal08,What is a surprising use for a KNIFE?,knife,pop things,setal08_4.0-89eae0,1.3,setal0885,13.0
1983,uses,betal18,What is a surprising use for a ROPE?,rope,belt,betal18_rope-00bce1,1.0,betal182052,
3812,instances,setal08,What is a surprising thing that makes a NOISE?,noise,opening door with keys,setal08_5.0-0bd4af,1.0,setal0884,8.0
1398,uses,betal18,What is a surprising use for a BOX?,box,Divider,betal18_box-25e776,1.6,betal182163,
170,uses,dod20,What is a surprising use for a FORK?,fork,weapon,dod20_fork-22ec0d,2.8,dod2042,0
606,uses,hass17,What is a surprising use for a BRICK?,brick,smash things,hass17_brick-96d901,2.0,hass1734, 1
1277,uses,snbmo09,What is a surprising use for a KNIFE?,knife,cut hair,snbmo09_2_knife-b7d3d9,1.0,snbmo0961,8
5467,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,we'd have to jump on computer keys,setal08_6.0-3cc8c8,2.0,setal08115,3.0
940,uses,dod20,What is a surprising use for PANTS?,pants,cover your body,dod20_pants-0b06a4,1.3,dod208,1
3409,uses,dod20,What is a surprising use for a BOOK?,book,step stool,dod20_book-340b86,2.7,dod2091,7
1403,uses,bs12,What is a surprising use for a BRICK?,brick,Use it as a decoration on your dresser.,bs12_brick-4055db,1.4,bs12101,
4638,uses,dod20,What is a surprising use for a TABLE?,table,to block out light from a window,dod20_table-731382,3.5,dod2073,2
2598,uses,snbmo09,What is a surprising use for a KNIFE?,knife,use it as a mirror,snbmo09_2_knife-dd0901,1.5,snbmo09127,1
595,uses,betal18,What is a surprising use for a BOX?,box,hat,betal18_box-a0673b,1.0,betal182061,
598,uses,dod20,What is a surprising use for a ROPE?,rope,use it to hang a chandalier,dod20_rope-b94c80,3.5,dod204,0
95,uses,bs12,What is a surprising use for a BRICK?,brick,decoration,bs12_brick-ae41b3,1.4,bs1210,
2343,instances,setal08,What is a surprising thing that makes a NOISE?,noise,clock ticking,setal08_5.0-7c2bde,1.3,setal0853,4.0
11064,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,everyone wears children's clothes,setal08_6.0-e889bd,1.0,setal08231,2.0
493,instances,setal08,What is a surprising thing that makes a NOISE?,noise,sneezing,setal08_5.0-2e6109,1.0,setal0812,13.0
3900,uses,snbmo09,What is a surprising use for a KNIFE?,knife,open something,snbmo09_2_knife-43ab9b,1.0,snbmo09191,3
3182,uses,hmsl,What is a surprising use for a BRICK?,brick,hit someone with it,hmsl_brick-3cde34,2.0,hmsl1SPiV603,2.0
6525,instances,setal08,What is a surprising thing that makes a NOISE?,noise,stomping your feet,setal08_5.0-23747e,1.3,setal08139,4.0
145,uses,setal08,What is a surprising use for a KNIFE?,knife,hold curtains in plays,setal08_4.0-8befb5,2.3,setal084,1.0
1915,uses,snb17,What is a surprising use for a ROPE?,rope,danger,snb17_rope-588005,1.0,snb1798,
1451,uses,betal18,What is a surprising use for a BOX?,box,A sled,betal18_box-216722,1.3,betal182174,
2037,instances,setal08,What is a surprising thing that makes a NOISE?,noise,brakes on a car sqealing when you stop,setal08_5.0-144d2d,1.7,setal0846,2.0
3550,uses,hmsl,What is a surprising use for a BRICK?,brick,strength training,hmsl_brick-cb64df,2.5,hmsl99LrpkPZ,11.0
9794,uses,setal08,What is a surprising use for a KNIFE?,knife,use as pencil sharpener,setal08_4.0-2ecca3,1.3,setal08205,5.0
2362,uses,betal18,What is a surprising use for a ROPE?,rope,pulley,betal18_rope-e6e511,1.0,betal182104,
1356,uses,bs12,What is a surprising use for a BRICK?,brick,a game,bs12_brick-9902d4,1.4,bs1297,
3394,uses,snbmo09,What is a surprising use for a BOX?,box,wear it as a hat,snbmo09_3_box-d62ffd,2.0,snbmo09166,3
9645,uses,setal08,What is a surprising use for a KNIFE?,knife,"practice the phrase ""down the lane not across""",setal08_4.0-99529a,2.0,setal08203,4.0
7825,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,less crime,setal08_3.0-c033c8,1.0,setal08164,6.0
9266,instances,setal08,What is a surprising thing that makes a NOISE?,noise,writing with a mechanical pencil,setal08_5.0-f8897d,1.0,setal08196,7.0
1468,uses,betal18,What is a surprising use for a BOX?,box,head  car  dog  wheels,betal18_box-39d048,1.0,betal182175,
3395,uses,snbmo09,What is a surprising use for a BOX?,box,use it for furniture in your apartment,snbmo09_3_box-62e861,2.0,snbmo09166,4
10086,instances,setal08,What is a surprising thing that is ROUND?,round,donut,setal08_2.0-84f4ba,1.0,setal08212,7.0
1539,uses,hmsl,What is a surprising use for a BRICK?,brick,to build buildings,hmsl_brick-6748ca,1.0,hmslzRMvwdx6,3.0
2331,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,get into more trouble - drugs/ alcohol,setal08_3.0-34c785,1.3,setal0853,2.0
3422,uses,dod20,What is a surprising use for a BOTTLE?,bottle,cooking vessel,dod20_bottle-f7de50,3.5,dod2048,9
3895,uses,dod20,What is a surprising use for a FORK?,fork,picture frame holder,dod20_fork-09e41f,4.2,dod2055,0
78,uses,snb17,What is a surprising use for a BOX?,box,organizer,snb17_box-325150,1.0,snb1712,
1708,uses,dod20,What is a surprising use for PANTS?,pants,dog shirt,dod20_pants-6c29f8,3.8,dod2018,2
9652,uses,setal08,What is a surprising use for a KNIFE?,knife,put lead on the end and write with it,setal08_4.0-3cdefd,2.3,setal08203,11.0
980,uses,betal18,What is a surprising use for a BOX?,box,You can make an airplane  for a child,betal18_box-1a68a0,2.1,betal182107,
10858,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,more sickness,setal08_3.0-a6e2ed,1.3,setal08228,5.0
943,uses,hass17,What is a surprising use for a BRICK?,brick,self defense,hass17_brick-05402a,2.0,hass1720, 6
5060,uses,dod20,What is a surprising use for PANTS?,pants,to cover lower body,dod20_pants-403842,1.0,dod2082,1
3409,uses,snbmo09,What is a surprising use for a BOX?,box,put stuff in it,snbmo09_3_box-013efe,1.0,snbmo09167,3
106,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,clean crumbs out of keyboard 5,hmsl_paperclip-deeeaa,3.0,hmsljZeyKHnS,5.0
4130,uses,dod20,What is a surprising use for a ROPE?,rope,barrier,dod20_rope-1cf3ee,2.3,dod2060,7
2224,uses,dod20,What is a surprising use for a TABLE?,table,take shelter under it,dod20_table-d6326b,3.5,dod2027,4
285,uses,betal18,What is a surprising use for a BOX?,box,Chair,betal18_box-acf478,1.0,betal182032,
1663,uses,bs12,What is a surprising use for a BRICK?,brick,hunting tool.,bs12_brick-e3aed5,1.0,bs12123,
397,uses,hass17,What is a surprising use for a BOTTLE?,bottle,make music,hass17_bottle-d6340f,3.0,hass1718, 6
7761,instances,setal08,What is a surprising thing that is ROUND?,round,telephone,setal08_2.0-44f30b,1.3,setal08163,6.0
686,uses,betal18,What is a surprising use for a BOX?,box,Filter,betal18_box-4ca3e5,3.0,betal182072,
514,uses,setal08,What is a surprising use for a BRICK?,brick,press flowers,setal08_1.0-b16384,2.0,setal0813,8.0
6582,instances,setal08,What is a surprising thing that makes a NOISE?,noise,doors,setal08_5.0-76ddf1,1.0,setal08141,1.0
1213,uses,bs12,What is a surprising use for a BRICK?,brick,to make the yellow road,bs12_brick-48afe8,1.8,bs1287,
2412,uses,setal08,What is a surprising use for a BRICK?,brick,building,setal08_1.0-271849,1.0,setal0855,4.0
9582,uses,setal08,What is a surprising use for a KNIFE?,knife,to separate things,setal08_4.0-884f14,1.7,setal08202,1.0
10,uses,dod20,What is a surprising use for a BOOK?,book,read,dod20_book-bc46bf,1.3,dod2062,0
6834,uses,setal08,What is a surprising use for a KNIFE?,knife,slice,setal08_4.0-f3a660,1.0,setal08145,2.0
2659,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,use that time to think,setal08_3.0-f211df,1.7,setal0861,3.0
1686,uses,bs12,What is a surprising use for a BRICK?,brick,a like the blackberry game,bs12_brick-51e83a,1.4,bs12125,
5475,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,couldn't press the bottom on an elevator,setal08_6.0-b6add5,1.7,setal08115,11.0
5021,uses,dod20,What is a surprising use for a SHOE?,shoe,soles for elbow pads,dod20_shoe-2a78ff,3.7,dod2081,1
9732,instances,setal08,What is a surprising thing that makes a NOISE?,noise,golf clubs,setal08_5.0-3d6be1,1.7,setal08204,14.0
8060,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,people would need more food,setal08_3.0-295f48,1.7,setal08169,3.0
5460,instances,setal08,What is a surprising thing that makes a NOISE?,noise,a person,setal08_5.0-c0f555,1.0,setal08115,17.0
175,uses,hass17,What is a surprising use for a BOTTLE?,bottle,flower holder,hass17_bottle-1e18b2,1.7,hass171, 3
8097,uses,setal08,What is a surprising use for a BRICK?,brick,shelf,setal08_1.0-a8ba89,1.3,setal08170,6.0
2877,uses,setal08,What is a surprising use for a KNIFE?,knife,put butt of knife in a wine bottle so people can't get it,setal08_4.0-6e1ab0,3.3,setal0865,4.0
1466,uses,betal18,What is a surprising use for a BOX?,box,face  body,betal18_box-73b5aa,1.0,betal182175,
304,uses,snb17,What is a surprising use for a BOX?,box,jewelry,snb17_box-178313,1.7,snb1736,
2359,uses,dod20,What is a surprising use for a BOTTLE?,bottle,cutting with the broken shards,dod20_bottle-9c214c,3.0,dod2031,16
581,instances,setal08,What is a surprising thing that makes a NOISE?,noise,slamming a door,setal08_5.0-6f34f0,1.0,setal0814,5.0
1289,uses,hmsl,What is a surprising use for a BRICK?,brick,mud,hmsl_brick-d14e8e,1.5,hmslPh94atfW,5.0
3490,uses,dod20,What is a surprising use for a SHOE?,shoe,bra,dod20_shoe-a34778,4.7,dod2048,2
2865,uses,dod20,What is a surprising use for a FORK?,fork,to scrath a surface with,dod20_fork-c66019,2.0,dod2038,2
2783,uses,betal18,What is a surprising use for a ROPE?,rope,as a dress,betal18_rope-c00d28,1.6,betal182174,
358,uses,dod20,What is a surprising use for a BOOK?,book,to prop open a door,dod20_book-d87d44,2.8,dod202,2
1665,uses,bs12,What is a surprising use for a BRICK?,brick,ball,bs12_brick-2cf630,1.4,bs12123,
1154,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,we would probably die in a state of mass confusion and hysteria,setal08_6.0-7bb900,1.3,setal0826,2.0
1430,uses,snb17,What is a surprising use for a ROPE?,rope,belt,snb17_rope-2fccec,1.3,snb1728,
1916,uses,snb17,What is a surprising use for a ROPE?,rope,get me out of here,snb17_rope-b966cd,1.0,snb1798,
2230,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,lower work performance,setal08_3.0-b0eb6b,1.0,setal0851,8.0
1446,uses,dod20,What is a surprising use for a BRICK?,brick,doorstopper,dod20_brick-ef834c,2.3,dod2050,0
5213,uses,dod20,What is a surprising use for a TABLE?,table,set up buffet on,dod20_table-9b9c7d,1.5,dod2085,7
1937,uses,betal18,What is a surprising use for a ROPE?,rope,attach it to a helicopter to whack birds,betal18_rope-a719c2,3.9,betal182046,
522,instances,setal08,What is a surprising thing that is ROUND?,round,hammer,setal08_2.0-43e6e1,1.7,setal0813,7.0
2062,uses,snbmo09,What is a surprising use for a KNIFE?,knife,envelope opener,snbmo09_2_knife-3f8ffc,1.3,snbmo09103,1
849,uses,hmsl,What is a surprising use for a BRICK?,brick,as a hammer,hmsl_brick-791686,2.0,hmsl4dUr6hnh,4.0
1712,uses,hmsl,What is a surprising use for a BRICK?,brick,weight for exercise,hmsl_brick-0bff00,2.2,hmslXkILwh3o,5.0
1595,uses,setal08,What is a surprising use for a KNIFE?,knife,to cut hair,setal08_4.0-9b8d20,1.7,setal0836,1.0
4604,uses,dod20,What is a surprising use for a BOTTLE?,bottle,ant home,dod20_bottle-42e100,4.3,dod2073,4
